title,property_type,bedrooms,bathrooms,monthly_rent,available_from,is_available,address
"Elegant 2 Bed House in Bandipur, Tanahu",house,2,4,19489,9/22/2025,TRUE,"Bandipur, Tanahu"
"Spacious 2 Bed House in Tribhuvantar, Nawalparasi",house,2,1,15817,8/11/2025,FALSE,"Tribhuvantar, Nawalparasi"
"Cozy 4 Bed House in ., Kathmandu",house,4,3,19484,9/24/2025,TRUE,"., Kathmandu"
"Spacious 4 Bed House in Simalchour-8, Pokhara, Kaski",house,4,2,16508,7/11/2025,TRUE,"Simalchour-8, Pokhara, Kaski"
"Modern Room in Danabari-1, Ilam",room,1,1,8160,8/19/2025,TRUE,"Danabari-1, Ilam"
"Cozy Room in Naya Bazar, Kathmandu",room,1,1,5591,9/13/2025,TRUE,"Naya Bazar, Kathmandu"
"Modern 2 Bed Apartment in Kamaladi Mode, Kathmandu",apartment,2,3,10004,8/28/2025,TRUE,"Kamaladi Mode, Kathmandu"
"Charming Room in Ghailadubba, Jhapa",room,1,1,7960,8/5/2025,FALSE,"Ghailadubba, Jhapa"
"Spacious 2 Bed House in Pipra Paschim 2, Saptari",house,2,3,20266,8/25/2025,FALSE,"Pipra Paschim 2, Saptari"
"Modern 4 Bed House in Bijayachowk, Kathmandu",house,4,3,24699,9/16/2025,TRUE,"Bijayachowk, Kathmandu"
"Charming 2 Bed Apartment in Lahan, Navarajpur",apartment,2,1,11828,7/22/2025,TRUE,"Lahan, Navarajpur"
"Bright 2 Bed Apartment in Tribeni, Parbat",apartment,2,1,14216,7/4/2025,FALSE,"Tribeni, Parbat"
"Bright 3 Bed Apartment in Batulechaur-16, Pokhara, Kaski",apartment,3,2,11848,7/23/2025,FALSE,"Batulechaur-16, Pokhara, Kaski"
"Bright 4 Bed House in Bijulibazar, Kathmandu",house,4,4,18134,6/28/2025,FALSE,"Bijulibazar, Kathmandu"
"Spacious 2 Bed Apartment in Kolma 6, Syangja",apartment,2,1,10573,7/24/2025,FALSE,"Kolma 6, Syangja"
"Charming Room in Gauradaha, Jhapa",room,1,1,6112,8/20/2025,TRUE,"Gauradaha, Jhapa"
"Cozy 4 Bed House in Banepa, Kabhrepalanchowk",house,4,4,20766,8/8/2025,TRUE,"Banepa, Kabhrepalanchowk"
"Bright 2 Bed Apartment in Ardha, Kaski",apartment,2,1,11572,8/6/2025,TRUE,"Ardha, Kaski"
"Elegant Room in Phirke, Pokhara-8, Kaski",room,1,1,9475,9/10/2025,FALSE,"Phirke, Pokhara-8, Kaski"
"Charming 4 Bed House in Chamunda-7, Dailekh",house,4,1,18023,8/6/2025,TRUE,"Chamunda-7, Dailekh"
"Elegant 3 Bed House in Itahari, Barahachhetra",house,3,2,20340,8/9/2025,FALSE,"Itahari, Barahachhetra"
"Cozy Room in Tintaliya, Biratnagar",room,1,1,6751,7/13/2025,FALSE,"Tintaliya, Biratnagar"
"Cozy 2 Bed Apartment in Chatiwon 2, Budar, Doti",apartment,2,3,14599,9/17/2025,FALSE,"Chatiwon 2, Budar, Doti"
"Charming 2 Bed House in Kailali, Kailali",house,2,1,20476,9/1/2025,TRUE,"Kailali, Kailali"
"Elegant 3 Bed Apartment in KTH-7, Chabahil, Kathmandu",apartment,3,2,13187,8/18/2025,FALSE,"KTH-7, Chabahil, Kathmandu"
"Bright 4 Bed House in Byash 11, Tanahu",house,4,3,24291,8/9/2025,FALSE,"Byash 11, Tanahu"
"Spacious 3 Bed Apartment in Sukedhara 4, Kathmandu",apartment,3,2,11003,7/9/2025,TRUE,"Sukedhara 4, Kathmandu"
"Bright Room in Sorakhutte, Kathmandu",room,1,1,9209,9/2/2025,FALSE,"Sorakhutte, Kathmandu"
"Spacious 4 Bed House in Nishankhe, Okhaldhunga",house,4,4,19734,9/3/2025,FALSE,"Nishankhe, Okhaldhunga"
"Charming 3 Bed House in Pipra, Bhalohiya, Rautahat",house,3,4,24788,9/14/2025,FALSE,"Pipra, Bhalohiya, Rautahat"
"Modern 3 Bed Apartment in Motipur-6, Kapilbastu",apartment,3,3,11843,8/13/2025,FALSE,"Motipur-6, Kapilbastu"
"Elegant 3 Bed Apartment in Bagnaha, Bardiya",apartment,3,1,14458,8/6/2025,FALSE,"Bagnaha, Bardiya"
"Spacious 3 Bed Apartment in Naya Belhani-8, Nawalparasi",apartment,3,1,14963,9/9/2025,TRUE,"Naya Belhani-8, Nawalparasi"
"Charming Room in Garuda, Bairiya, Rautahat",room,1,1,5847,6/29/2025,FALSE,"Garuda, Bairiya, Rautahat"
"Bright Room in Mirchaiya 6, Katari Tole, Siraha",room,1,1,8999,8/9/2025,TRUE,"Mirchaiya 6, Katari Tole, Siraha"
"Modern 4 Bed House in Kanchanpur 7, Saptari",house,4,2,19630,7/19/2025,FALSE,"Kanchanpur 7, Saptari"
"Bright Room in Bhimeswor Na Pa 2, , Dolakha",room,1,1,5497,8/1/2025,TRUE,"Bhimeswor Na Pa 2, , Dolakha"
"Bright 3 Bed House in Udayapur, Udayapur",house,3,3,16378,8/17/2025,FALSE,"Udayapur, Udayapur"
"Elegant 4 Bed House in Tharpu 2, Panchthar",house,4,4,23657,9/24/2025,FALSE,"Tharpu 2, Panchthar"
"Modern 3 Bed Apartment in Soaltee Mode, Kathmandu",apartment,3,2,13800,8/26/2025,TRUE,"Soaltee Mode, Kathmandu"
"Bright 4 Bed House in Mangaltar 4, Kavrepalanchowk",house,4,1,21829,7/2/2025,TRUE,"Mangaltar 4, Kavrepalanchowk"
"Charming 2 Bed Apartment in Sitapaila, Kathmandu",apartment,2,1,10289,7/4/2025,TRUE,"Sitapaila, Kathmandu"
"Cozy Room in Putalibazar, Syangja",room,1,1,8244,8/19/2025,TRUE,"Putalibazar, Syangja"
"Charming Room in Sankrantibazar-1, Tehrathum",room,1,1,9778,7/12/2025,FALSE,"Sankrantibazar-1, Tehrathum"
"Elegant 2 Bed Apartment in Hakim Chowk, Bharatpur-10, Chitwan",apartment,2,1,12076,7/18/2025,TRUE,"Hakim Chowk, Bharatpur-10, Chitwan"
"Charming 2 Bed House in KaMaNaPa -2, Lazimpat, Kathmandu",house,2,3,17097,9/23/2025,FALSE,"KaMaNaPa -2, Lazimpat, Kathmandu"
"Modern 3 Bed Apartment in Mahadevsthan, Khotang",apartment,3,1,10326,7/16/2025,TRUE,"Mahadevsthan, Khotang"
"Elegant Room in Nayabaneswor, Kathmandu",room,1,1,6099,9/15/2025,FALSE,"Nayabaneswor, Kathmandu"
"Charming 2 Bed Apartment in Nabadurga, Bhaktapur",apartment,2,3,12367,7/7/2025,FALSE,"Nabadurga, Bhaktapur"
"Bright 2 Bed House in Purkot 3, Tanahun",house,2,1,15368,8/15/2025,FALSE,"Purkot 3, Tanahun"
"Cozy 2 Bed House in Beni, Arthunge-2, Myagdi",house,2,1,21219,9/23/2025,FALSE,"Beni, Arthunge-2, Myagdi"
"Cozy Room in Dhangadhi Upa MaNaPa 4, Kailali",room,1,1,7676,8/12/2025,TRUE,"Dhangadhi Upa MaNaPa 4, Kailali"
"Cozy Room in Gitanagar, Chitwan",room,1,1,7202,8/3/2025,TRUE,"Gitanagar, Chitwan"
"Charming 2 Bed Apartment in Illam, Surkhet",apartment,2,2,13564,7/24/2025,FALSE,"Illam, Surkhet"
"Cozy 4 Bed House in Kalimati, Kathmandu",house,4,1,22906,8/4/2025,FALSE,"Kalimati, Kathmandu"
"Elegant Room in Old Baneswor, Kathmandu",room,1,1,6715,7/13/2025,TRUE,"Old Baneswor, Kathmandu"
"Modern 2 Bed House in Pokhara 17, Kaski",house,2,4,17293,9/14/2025,TRUE,"Pokhara 17, Kaski"
"Bright 2 Bed Apartment in Mechi Nagarpalika-3, Jhapa",apartment,2,2,12862,9/20/2025,FALSE,"Mechi Nagarpalika-3, Jhapa"
"Charming 2 Bed Apartment in Ka.Ma.Na.Pa. 32, Koteswor, Kathmandu",apartment,2,2,11008,7/18/2025,FALSE,"Ka.Ma.Na.Pa. 32, Koteswor, Kathmandu"
"Modern 3 Bed Apartment in Chaughanpata, Bajhang",apartment,3,1,14442,7/2/2025,TRUE,"Chaughanpata, Bajhang"
"Modern 4 Bed House in Thulopakhar 3, Sindhupalchowk",house,4,2,21349,8/9/2025,TRUE,"Thulopakhar 3, Sindhupalchowk"
"Elegant 2 Bed House in Panipokhari, Kathmandu",house,2,4,17119,7/3/2025,TRUE,"Panipokhari, Kathmandu"
"Bright 4 Bed House in Thimi, Bhaktapur",house,4,2,18434,8/5/2025,TRUE,"Thimi, Bhaktapur"
"Modern Room in Ramechhap, Ramechhap",room,1,1,7877,8/17/2025,FALSE,"Ramechhap, Ramechhap"
"Charming 3 Bed Apartment in Dhadingbeshi, Dhading",apartment,3,1,11988,6/29/2025,FALSE,"Dhadingbeshi, Dhading"
"Charming Room in Chabhil, Kathmandu",room,1,1,6914,8/28/2025,TRUE,"Chabhil, Kathmandu"
"Spacious Room in Fikuri 4, Nuwakot",room,1,1,7612,9/23/2025,TRUE,"Fikuri 4, Nuwakot"
"Bright 2 Bed Apartment in Bhajani, Kailali",apartment,2,3,10898,7/28/2025,TRUE,"Bhajani, Kailali"
"Elegant Room in Maharajgung, Kathmandu",room,1,1,7830,9/19/2025,TRUE,"Maharajgung, Kathmandu"
"Bright 3 Bed House in Bhairabsthan-3, Palpa",house,3,1,19838,9/12/2025,TRUE,"Bhairabsthan-3, Palpa"
"Elegant 4 Bed House in Urlabari-3, Mangalbare, Morang",house,4,3,18557,7/1/2025,TRUE,"Urlabari-3, Mangalbare, Morang"
"Charming Room in Pokhara Lekhnath NaPa 3, Nadipur, Kaski",room,1,1,6173,7/27/2025,TRUE,"Pokhara Lekhnath NaPa 3, Nadipur, Kaski"
"Bright 2 Bed Apartment in Illam Nagar Palika-3, Ilam",apartment,2,1,12370,8/20/2025,TRUE,"Illam Nagar Palika-3, Ilam"
"Modern Room in Dhumbarahi, Kathmandu",room,1,1,6890,8/13/2025,FALSE,"Dhumbarahi, Kathmandu"
"Bright 3 Bed House in Ithara 7, Morang",house,3,1,19052,9/3/2025,FALSE,"Ithara 7, Morang"
"Charming Room in Rajbiraj, Saptari",room,1,1,5403,7/17/2025,FALSE,"Rajbiraj, Saptari"
"Bright 3 Bed Apartment in Chapali, Kathmandu",apartment,3,3,14827,9/16/2025,FALSE,"Chapali, Kathmandu"
"Elegant 3 Bed Apartment in Mellekh, Achham",apartment,3,1,10781,8/3/2025,FALSE,"Mellekh, Achham"
"Charming Room in Banganga N.P. 10, Gajaida, Kapilbastu",room,1,1,9230,7/29/2025,TRUE,"Banganga N.P. 10, Gajaida, Kapilbastu"
"Cozy 2 Bed Apartment in Lahan 1, Siraha",apartment,2,1,13302,9/20/2025,FALSE,"Lahan 1, Siraha"
"Bright 2 Bed Apartment in Those Bazar, Ramechhap",apartment,2,2,10892,8/6/2025,TRUE,"Those Bazar, Ramechhap"
"Bright Room in Ithari, Sunsari",room,1,1,8204,7/16/2025,TRUE,"Ithari, Sunsari"
"Cozy 4 Bed House in Jiri, Dolakha",house,4,2,24547,9/3/2025,FALSE,"Jiri, Dolakha"
"Spacious 3 Bed House in Maitidevi, Kathmandu",house,3,2,20405,9/6/2025,FALSE,"Maitidevi, Kathmandu"
"Charming Room in Devkota Sadak, Pipalbot (Old Baneshwor), Kathmandu",room,1,1,7262,8/21/2025,FALSE,"Devkota Sadak, Pipalbot (Old Baneshwor), Kathmandu"
"Charming 4 Bed House in Kalika Path, Butwal-9, Rupandehi",house,4,3,18077,7/3/2025,TRUE,"Kalika Path, Butwal-9, Rupandehi"
"Bright Room in Khusibu, Kathmandu",room,1,1,5479,9/9/2025,FALSE,"Khusibu, Kathmandu"
"Cozy 2 Bed Apartment in Lakhechaur Marg, Baneshwor, Kathmandu",apartment,2,1,11511,8/6/2025,TRUE,"Lakhechaur Marg, Baneshwor, Kathmandu"
"Bright 4 Bed House in Surunga, Jhapa",house,4,4,19485,8/24/2025,FALSE,"Surunga, Jhapa"
"Elegant Room in Pathibhara, Taplejung",room,1,1,6760,8/8/2025,FALSE,"Pathibhara, Taplejung"
"Cozy Room in Marma, Darchula",room,1,1,6509,8/2/2025,TRUE,"Marma, Darchula"
"Charming Room in Rupnagar, Saptari",room,1,1,7569,8/28/2025,TRUE,"Rupnagar, Saptari"
"Elegant 2 Bed Apartment in Chaumala, Kailaki",apartment,2,3,13564,7/11/2025,FALSE,"Chaumala, Kailaki"
"Cozy 2 Bed House in Bharatpur-7, Chitwan",house,2,1,24838,8/26/2025,TRUE,"Bharatpur-7, Chitwan"
"Bright Room in Rampur, Palpa",room,1,1,7447,7/28/2025,TRUE,"Rampur, Palpa"
"Bright 4 Bed House in Belauri, Kanchanpur",house,4,1,23313,9/12/2025,TRUE,"Belauri, Kanchanpur"
"Bright Room in Lokhanthali, Bhaktapur",room,1,1,5029,7/2/2025,FALSE,"Lokhanthali, Bhaktapur"
"Modern Room in Pathari Shanishchare NaPa, Morang",room,1,1,7599,8/15/2025,FALSE,"Pathari Shanishchare NaPa, Morang"
"Elegant Room in Bhaktapur N.P.-11, Bhelukhe, Bhaktapur",room,1,1,5866,8/29/2025,TRUE,"Bhaktapur N.P.-11, Bhelukhe, Bhaktapur"
"Modern 2 Bed House in Galyang Bazar, Syangja",house,2,3,22901,7/1/2025,FALSE,"Galyang Bazar, Syangja"
"Charming 3 Bed Apartment in Nuwakot, Nuwakot",apartment,3,1,11362,8/9/2025,TRUE,"Nuwakot, Nuwakot"
"Spacious 3 Bed House in Butwal 12, Rupandehi",house,3,4,18815,9/8/2025,TRUE,"Butwal 12, Rupandehi"
"Bright 2 Bed Apartment in Udayapur, Udayapur",apartment,2,2,11080,6/27/2025,FALSE,"Udayapur, Udayapur"
"Bright 2 Bed House in Naya Baneswor, Kathmandu",house,2,3,23770,9/7/2025,FALSE,"Naya Baneswor, Kathmandu"
"Elegant 2 Bed House in Abalparujal, Dailekh",house,2,1,15698,9/8/2025,TRUE,"Abalparujal, Dailekh"
"Spacious 2 Bed House in Sainbhu, Lalitpur",house,2,3,15957,9/11/2025,TRUE,"Sainbhu, Lalitpur"
"Cozy 3 Bed Apartment in Gaur, Rautahat",apartment,3,2,13462,7/17/2025,FALSE,"Gaur, Rautahat"
"Spacious Room in Gauradaha, Jhapa",room,1,1,6251,7/30/2025,TRUE,"Gauradaha, Jhapa"
"Elegant 4 Bed House in Khandbari, Sankhuwasava",house,4,4,23082,7/20/2025,TRUE,"Khandbari, Sankhuwasava"
"Charming 3 Bed House in Sapahi 9, Bara",house,3,3,16913,7/12/2025,FALSE,"Sapahi 9, Bara"
"Bright Room in Godawari, Lalitpur",room,1,1,5905,9/11/2025,FALSE,"Godawari, Lalitpur"
"Bright Room in Shantinagar, Gulmi",room,1,1,7988,8/3/2025,FALSE,"Shantinagar, Gulmi"
"Charming Room in Mauna Budhuk 2, Dhankuta",room,1,1,7018,9/13/2025,TRUE,"Mauna Budhuk 2, Dhankuta"
"Elegant Room in Bageswari-1, Bhaktapur",room,1,1,5174,8/27/2025,TRUE,"Bageswari-1, Bhaktapur"
"Elegant 2 Bed Apartment in Kauney, Ichchhakamana",apartment,2,3,10498,9/17/2025,TRUE,"Kauney, Ichchhakamana"
"Bright 4 Bed House in Phidim, Panchthar",house,4,1,18102,7/9/2025,TRUE,"Phidim, Panchthar"
"Spacious Room in Buddhanagar, Kathmandu",room,1,1,6059,8/21/2025,TRUE,"Buddhanagar, Kathmandu"
"Charming Room in Baphal, Kalimati, Kathmandu",room,1,1,9706,7/6/2025,TRUE,"Baphal, Kalimati, Kathmandu"
"Elegant 2 Bed Apartment in Hamarjug 7, Sukrabare, Tehrathum",apartment,2,2,10028,8/18/2025,FALSE,"Hamarjug 7, Sukrabare, Tehrathum"
"Charming 2 Bed Apartment in Baluatar, Kathmandu",apartment,2,2,12989,8/5/2025,FALSE,"Baluatar, Kathmandu"
"Charming 2 Bed House in Shreepur, Birjung, Parsa",house,2,1,21309,7/7/2025,TRUE,"Shreepur, Birjung, Parsa"
"Elegant Room in Ka.Na.Pa.-7, Kathmandu",room,1,1,9270,8/10/2025,FALSE,"Ka.Na.Pa.-7, Kathmandu"
"Spacious 3 Bed Apartment in Kapan 3, Kathmandu",apartment,3,3,12648,6/29/2025,TRUE,"Kapan 3, Kathmandu"
"Spacious 2 Bed House in Basantapur, Tehrathum",house,2,3,19496,8/14/2025,TRUE,"Basantapur, Tehrathum"
"Modern 2 Bed Apartment in Adarshanagar, Janakpurdha, Dhanusha",apartment,2,3,10382,8/11/2025,TRUE,"Adarshanagar, Janakpurdha, Dhanusha"
"Elegant Room in Rato Pul (Outer Ring Road), Kathmandu",room,1,1,6759,9/17/2025,TRUE,"Rato Pul (Outer Ring Road), Kathmandu"
"Cozy Room in Birendranagar, Chitwan",room,1,1,5202,7/20/2025,TRUE,"Birendranagar, Chitwan"
"Modern 2 Bed Apartment in Lalitpur MaNaPa-2 Sanepa, Lalitpur",apartment,2,3,14970,7/1/2025,TRUE,"Lalitpur MaNaPa-2 Sanepa, Lalitpur"
"Bright Room in KTM-10, Binayak Nagar, New Baneswor, Kathmandu",room,1,1,9137,8/2/2025,TRUE,"KTM-10, Binayak Nagar, New Baneswor, Kathmandu"
"Charming 3 Bed Apartment in Shreekot, Achham",apartment,3,1,14188,7/31/2025,FALSE,"Shreekot, Achham"
"Spacious 2 Bed House in Amarapuri-4, Nawalparasi",house,2,4,18931,8/9/2025,FALSE,"Amarapuri-4, Nawalparasi"
"Cozy 3 Bed Apartment in Sanischare, Jhapa",apartment,3,2,11334,8/20/2025,FALSE,"Sanischare, Jhapa"
"Bright Room in Pinglasthan, Gaushala, Kathmandu",room,1,1,9678,9/20/2025,TRUE,"Pinglasthan, Gaushala, Kathmandu"
"Bright 2 Bed House in Gaighat, Udayapur",house,2,2,15237,7/3/2025,TRUE,"Gaighat, Udayapur"
"Modern Room in Chandragadhi, Jhapa",room,1,1,5819,7/2/2025,FALSE,"Chandragadhi, Jhapa"
"Spacious Room in Tharmare, Salyan",room,1,1,8914,8/9/2025,TRUE,"Tharmare, Salyan"
"Bright Room in Jitpur-5, Dhankuta",room,1,1,6983,9/1/2025,TRUE,"Jitpur-5, Dhankuta"
"Elegant 2 Bed House in Kirtipur 12, Kathmandu",house,2,3,15489,9/14/2025,FALSE,"Kirtipur 12, Kathmandu"
"Charming Room in Gaidakot, Nawalparashi",room,1,1,8963,9/18/2025,FALSE,"Gaidakot, Nawalparashi"
"Elegant 2 Bed Apartment in Lahan, Siraha",apartment,2,2,13390,8/6/2025,FALSE,"Lahan, Siraha"
"Modern 2 Bed Apartment in Bhabanipur, Jitpur, Bara",apartment,2,1,13317,7/12/2025,TRUE,"Bhabanipur, Jitpur, Bara"
"Spacious Room in Purano Sinamangal, PKeatphsmicaonlad, uKMatahNmaaPnadu3-23, 5, Kathmandu",room,1,1,8690,9/7/2025,FALSE,"Purano Sinamangal, PKeatphsmicaonlad, uKMatahNmaaPnadu3-23, 5, Kathmandu"
"Cozy 4 Bed House in Dudhiaawa, Rautahat",house,4,3,15081,8/14/2025,FALSE,"Dudhiaawa, Rautahat"
"Spacious 2 Bed Apartment in Sallaghari, Bhaktakur",apartment,2,3,12423,8/17/2025,TRUE,"Sallaghari, Bhaktakur"
"Charming Room in Madhyapur Thimi, Bhaktapur",room,1,1,7245,9/20/2025,FALSE,"Madhyapur Thimi, Bhaktapur"
"Modern 2 Bed House in Jibanpur, Dhading",house,2,3,22656,7/11/2025,TRUE,"Jibanpur, Dhading"
"Spacious 2 Bed House in Thamel, Kathmandu",house,2,3,17409,7/6/2025,FALSE,"Thamel, Kathmandu"
"Bright 2 Bed Apartment in Gokarneswor NP-5 Jorpati, Kathmandu",apartment,2,1,12868,9/18/2025,TRUE,"Gokarneswor NP-5 Jorpati, Kathmandu"
"Spacious 3 Bed House in Madhyapur, Thimi 3, Bhaktapur",house,3,4,24675,7/12/2025,TRUE,"Madhyapur, Thimi 3, Bhaktapur"
"Charming Room in Malangawa, Sarlahi",room,1,1,6395,7/11/2025,FALSE,"Malangawa, Sarlahi"
"Cozy 3 Bed Apartment in Ka.Na.Pa. 13, Soltimode, Kathmandu",apartment,3,1,12464,7/20/2025,TRUE,"Ka.Na.Pa. 13, Soltimode, Kathmandu"
"Spacious 2 Bed House in Bethan-3, Ramechhap",house,2,4,22518,8/25/2025,TRUE,"Bethan-3, Ramechhap"
"Elegant 2 Bed Apartment in Sinam, Taplejung",apartment,2,1,13719,6/27/2025,FALSE,"Sinam, Taplejung"
"Spacious Room in Ithari 14, Sunsari",room,1,1,9634,9/4/2025,TRUE,"Ithari 14, Sunsari"
"Charming 4 Bed House in Tokha Na.Pa. 10, Basundhara, Kathmandu",house,4,2,23471,8/26/2025,FALSE,"Tokha Na.Pa. 10, Basundhara, Kathmandu"
"Cozy Room in Deukhuri, Dang",room,1,1,6772,7/12/2025,FALSE,"Deukhuri, Dang"
"Cozy 3 Bed Apartment in Kapan 3, Kathmandu",apartment,3,2,11429,9/5/2025,FALSE,"Kapan 3, Kathmandu"
"Bright Room in Chabahil, Kathmandu",room,1,1,9063,8/6/2025,FALSE,"Chabahil, Kathmandu"
"Charming 2 Bed Apartment in Damauli, Byas-2, Tanahu",apartment,2,2,10733,8/22/2025,FALSE,"Damauli, Byas-2, Tanahu"
"Charming Room in Ratnanagar, Chitwan",room,1,1,6283,8/5/2025,FALSE,"Ratnanagar, Chitwan"
"Cozy 2 Bed Apartment in Digamkot, Gulmi",apartment,2,1,12386,9/24/2025,TRUE,"Digamkot, Gulmi"
"Elegant 2 Bed House in Chaughada 8, Nuwakot",house,2,4,24282,6/30/2025,FALSE,"Chaughada 8, Nuwakot"
"Charming 2 Bed House in Kusma, Parbat",house,2,4,20791,9/1/2025,FALSE,"Kusma, Parbat"
"Modern 3 Bed Apartment in Ka.Ma.Na.Pa. Ward No. 32, Koteswor, Kathmandu",apartment,3,3,12796,8/29/2025,TRUE,"Ka.Ma.Na.Pa. Ward No. 32, Koteswor, Kathmandu"
"Charming Room in Lazimpat, Kathmandu",room,1,1,6395,8/23/2025,FALSE,"Lazimpat, Kathmandu"
"Modern 3 Bed House in Tilottama-03, Janakinagar, Rupandehi",house,3,1,24491,7/16/2025,TRUE,"Tilottama-03, Janakinagar, Rupandehi"
"Elegant 3 Bed Apartment in Shreekot, Baitadi",apartment,3,1,13257,8/28/2025,FALSE,"Shreekot, Baitadi"
"Elegant Room in Kharaini 6, Parsha, Chitwan",room,1,1,7855,7/16/2025,FALSE,"Kharaini 6, Parsha, Chitwan"
"Cozy 2 Bed House in Dharan-12, Sunsari",house,2,1,21195,6/30/2025,FALSE,"Dharan-12, Sunsari"
"Modern 2 Bed House in Mahendra Nagar, Sunsari",house,2,3,19422,8/27/2025,FALSE,"Mahendra Nagar, Sunsari"
"Spacious 2 Bed House in Benighat-8, Bishaltar, Dhading",house,2,2,22124,8/5/2025,FALSE,"Benighat-8, Bishaltar, Dhading"
"Charming 2 Bed Apartment in Wahaki, Saligram, Parbat",apartment,2,1,13052,9/18/2025,FALSE,"Wahaki, Saligram, Parbat"
"Spacious Room in Kanchanpur, Kanchanpur",room,1,1,7136,8/31/2025,FALSE,"Kanchanpur, Kanchanpur"
"Charming 3 Bed House in Boudha, Kathmandu",house,3,2,22440,7/11/2025,TRUE,"Boudha, Kathmandu"
"Charming Room in Nepalgunj 16, Banke",room,1,1,5934,8/29/2025,FALSE,"Nepalgunj 16, Banke"
"Elegant 3 Bed House in KaMaNaPa 16, (Outer, Kathmandu",house,3,3,22336,9/21/2025,TRUE,"KaMaNaPa 16, (Outer, Kathmandu"
"Cozy Room in Falepatan, Pokhara, Kaski",room,1,1,6814,9/12/2025,FALSE,"Falepatan, Pokhara, Kaski"
"Spacious 4 Bed House in Kawasoti, Nawalparasi",house,4,3,16131,7/22/2025,FALSE,"Kawasoti, Nawalparasi"
"Charming Room in Thada 3, Arghakhachi",room,1,1,8546,7/2/2025,FALSE,"Thada 3, Arghakhachi"
"Cozy 3 Bed Apartment in Sankhuwasava, Sankhuwasava",apartment,3,3,12267,9/24/2025,FALSE,"Sankhuwasava, Sankhuwasava"
"Cozy 2 Bed Apartment in Khairenitar, Tanahun",apartment,2,2,14372,7/7/2025,FALSE,"Khairenitar, Tanahun"
"Elegant 2 Bed Apartment in Putalisadak, Kathmandu",apartment,2,2,14580,8/24/2025,FALSE,"Putalisadak, Kathmandu"
"Cozy 2 Bed House in Taulachhe, Bhaktapur",house,2,2,16847,8/14/2025,FALSE,"Taulachhe, Bhaktapur"
"Modern Room in Topgachi-9, Sarangpada, Jhapa",room,1,1,6255,8/1/2025,FALSE,"Topgachi-9, Sarangpada, Jhapa"
"Modern 4 Bed House in Nepalgunj-13, Sheetalnagar, Banke",house,4,3,16082,8/19/2025,FALSE,"Nepalgunj-13, Sheetalnagar, Banke"
"Bright 3 Bed Apartment in Purano Sinamangal, PKeatphsmicaonlad, uKMatahNmaaPnadu3-23, 5, Kathmandu",apartment,3,1,10475,6/30/2025,FALSE,"Purano Sinamangal, PKeatphsmicaonlad, uKMatahNmaaPnadu3-23, 5, Kathmandu"
"Bright 2 Bed House in Sankhu, Kathmandu",house,2,3,17773,8/1/2025,TRUE,"Sankhu, Kathmandu"
"Cozy 3 Bed Apartment in Shantinagar, Kathmandu",apartment,3,1,12992,8/28/2025,TRUE,"Shantinagar, Kathmandu"
"Spacious 3 Bed Apartment in Bulingtar, Nawalparashi",apartment,3,1,14157,8/9/2025,FALSE,"Bulingtar, Nawalparashi"
"Spacious 2 Bed Apartment in BP Nagar, Doti",apartment,2,3,14332,9/6/2025,FALSE,"BP Nagar, Doti"
"Cozy Room in Dharan-2, Sunsari",room,1,1,9405,9/13/2025,TRUE,"Dharan-2, Sunsari"
"Bright 3 Bed House in Kohalpur, Banke",house,3,3,18073,7/5/2025,FALSE,"Kohalpur, Banke"
"Modern Room in Ragani, Okhaldhunga",room,1,1,7539,8/31/2025,FALSE,"Ragani, Okhaldhunga"
"Spacious 2 Bed Apartment in Karkineta 5, Parbat",apartment,2,2,14226,8/4/2025,FALSE,"Karkineta 5, Parbat"
"Bright Room in Teku, Kathmandu",room,1,1,5499,7/28/2025,TRUE,"Teku, Kathmandu"
"Cozy 4 Bed House in Indrapur, Morang",house,4,1,20702,9/8/2025,TRUE,"Indrapur, Morang"
"Modern 2 Bed House in Chapali, Kathmandu",house,2,4,16640,7/2/2025,FALSE,"Chapali, Kathmandu"
"Spacious 2 Bed Apartment in Piple 7, Chitwan",apartment,2,1,13977,9/18/2025,FALSE,"Piple 7, Chitwan"
"Elegant Room in Dharan, Sunsari",room,1,1,8723,7/15/2025,TRUE,"Dharan, Sunsari"
"Spacious 3 Bed House in Ka.Na.Pa. 13, Soltimode, Kathmandu",house,3,3,22028,8/19/2025,FALSE,"Ka.Na.Pa. 13, Soltimode, Kathmandu"
"Modern Room in Mechinagar -10, Jhapa",room,1,1,9554,7/10/2025,FALSE,"Mechinagar -10, Jhapa"
"Charming 2 Bed Apartment in Purano Baneshwor, Kathmandu",apartment,2,1,12563,8/12/2025,TRUE,"Purano Baneshwor, Kathmandu"
"Cozy 2 Bed Apartment in KaMaNaPa 6, Chuchhepati, Kathmandu",apartment,2,1,13680,8/25/2025,FALSE,"KaMaNaPa 6, Chuchhepati, Kathmandu"
"Charming 4 Bed House in Birtamod 7, Anarmani, Jhapa",house,4,3,16395,9/13/2025,TRUE,"Birtamod 7, Anarmani, Jhapa"
"Spacious 3 Bed House in Jiri Khimti 9, Tehrathum",house,3,3,17294,9/11/2025,TRUE,"Jiri Khimti 9, Tehrathum"
"Elegant Room in Bareng, Baglung",room,1,1,9123,7/31/2025,TRUE,"Bareng, Baglung"
